priority,status,id,brand,model,year,title,detail,fileUrl
"1","quota_exceeded","cmos5jop201bqmjkhz8eoc15v","Royal Enfield","MANUAIS DE USUARIOS","2013","Manual de Servico Royal Enfield MANUAIS DE USUARIOS","Google Drive quota exceeded","https://drive.google.com/file/d/1qfJWNnRujOUdv4SOoZjVJkzkOkjV900q/view"
"1","quota_exceeded","cmos5lgn401c0mjkh4rxk1kxv","Royal Enfield","MOTOR 410 portugues","2017","Manual de Servico Royal Enfield MOTOR 410 portugues","Google Drive quota exceeded","https://drive.google.com/file/d/1obUmky55FY91Vtjs4H0dH-b5kCz1cG7s/view"
"1","quota_exceeded","cmos5hu0c01bfmjkh0i0u35vo","Royal Enfield","sem Abs carburada","2018","Manual de Servico Royal Enfield sem Abs carburada","Google Drive quota exceeded","https://drive.google.com/file/d/1oKhlZiydvAC5wI7DFs1ED-z1z_orBFDJ/view"
"1","quota_exceeded","cmos5jc4201bomjkhg3yms7tn","Royal Enfield","Thunderbird Twinspark","2010","Manual de Servico Royal Enfield Thunderbird Twinspark","Google Drive quota exceeded","https://drive.google.com/file/d/1-c_bPIq9rHBdjJiBEUzro4HaKfVoY4Sm/view"
"1","quota_exceeded","cmos5mbh501c5mjkhjfazzok2","SUNDOWN 06 MANUAIS","SUNDOWN MAX 125. DE PEÇAS","2000","Catalogo de Pecas SUNDOWN 06 MANUAIS SUNDOWN MAX 125. DE PEÇAS","Google Drive quota exceeded","https://drive.google.com/file/d/18qQ0h-xwjTmsRC8Qqm8BCBNHNeDzgh7-/view"
"1","quota_exceeded","cmos5lxj501c3mjkhbfss5jlg","SUNDOWN 06 MANUAIS","SUNDOWN FUTURE 125","2000","Manual de Servico SUNDOWN 06 MANUAIS SUNDOWN FUTURE 125","Google Drive quota exceeded","https://drive.google.com/file/d/1XA5vasmORlEB6I_sWHOETCUyKqq7N8iO/view"
"1","quota_exceeded","cmos5m52501c4mjkhxdrjkd59","SUNDOWN 06 MANUAIS","SUNDOWN HUNTER 90","2000","Manual de Servico SUNDOWN 06 MANUAIS SUNDOWN HUNTER 90","Google Drive quota exceeded","https://drive.google.com/file/d/1dKHgpIMcKJSYfmlmTp0D0qJ6O5LMj7WC/view"
"1","quota_exceeded","cmos5mg1401c6mjkh8udn5usd","SUNDOWN 06 MANUAIS","SUNDOWN STX 200 E MOTARD","2000","Manual de Servico SUNDOWN 06 MANUAIS SUNDOWN STX 200 E MOTARD","Google Drive quota exceeded","https://drive.google.com/file/d/1EboADYUQhlp7FQAzdAajIERc0OIbIqKF/view"
"1","quota_exceeded","cmos5mnkq01c7mjkhucqfwt6j","SUNDOWN 06 MANUAIS","SUNDOWN VBLADE 250","2000","Manual de Servico SUNDOWN 06 MANUAIS SUNDOWN VBLADE 250","Google Drive quota exceeded","https://drive.google.com/file/d/16VDF12iiVSCYpqQpMQYmjQ4aSt-bgjWc/view"
"1","quota_exceeded","cmos5mus601c8mjkhi7fvelal","SUNDOWN 06 MANUAIS","SUNDOWN WEB 100 EVO","2008","Manual de Servico SUNDOWN 06 MANUAIS SUNDOWN WEB 100 EVO","Google Drive quota exceeded","https://drive.google.com/file/d/1Wq47VLpJqpvqhBxfrLFNBHzC7NrVJW2Q/view"
"1","quota_exceeded","cmos5vdrh01dnmjkh1i9zt6mn","Suzuki","1100 79 83 ingles","2000","Manual de Servico Suzuki 1100 79 83 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1JF_b3N5kUtGAoizTvgHHMPmfVi6KfWB7/view"
"1","quota_exceeded","cmos5vkuv01domjkhdfubmuit","Suzuki","1100 GS1150 84 86 ingles","2000","Manual de Servico Suzuki 1100 GS1150 84 86 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1CouwZwwV6VMHCAxHnNNVrkqiEbB4YbIb/view"
"1","quota_exceeded","cmos5vq4a01dpmjkhszsd9jvs","Suzuki","1300 BK k8 ingles","2008","Manual de Servico Suzuki 1300 BK k8 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/11i6jh-XEwZGnQ677xvp32d4wye5eeB20/view"
"1","quota_exceeded","cmos5vvzb01dqmjkhtnlksdtp","Suzuki","1300R HAYABUSA ingles","2007","Manual de Servico Suzuki 1300R HAYABUSA ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1oF8BJFJShfpE20A61XgCBhuVRPIzmF1B/view"
"1","quota_exceeded","cmos5w0ba01drmjkh146z2qsy","Suzuki","1300R K8 1300R K9 ingles","2000","Manual de Servico Suzuki 1300R K8 1300R K9 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1uL6KVEEeUMMJc4XeZ8wvbzJT_-UL6A4A/view"
"1","quota_exceeded","cmos5w4vl01dsmjkhpdhv3fr6","Suzuki","1300R RA ingles","2008","Manual de Servico Suzuki 1300R RA ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1QmrI_2I7wzzuhKFsp6gL8ewinjIeTQAP/view"
"1","quota_exceeded","cmos5uwvf01dkmjkhylr5shmo","Suzuki","650F ingles","2008","Manual de Servico Suzuki 650F ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1VS_V3Z2llKNMsv_9iYTpBXZzxcDUHU-Y/view"
"1","quota_exceeded","cmos5v8lj01dmmjkhqbl562ol","Suzuki","750F 98 05 ingles","2000","Manual de Servico Suzuki 750F 98 05 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1llKF8wppT1mze_7IMSlG-rVS-qq7NH88/view"
"1","quota_exceeded","cmos5v41f01dlmjkhgz78gmsq","Suzuki","750F W K4 ingles","2004","Manual de Servico Suzuki 750F W K4 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1l2UwHRiBNetQ7wEfVd38iCkas0TZsrTV/view"
"1","quota_exceeded","cmos5n7h901camjkh89i5xfax","Suzuki","ATUAL DL1000K4","2000","Manual de Servico Suzuki ATUAL DL1000K4","Google Drive quota exceeded","https://drive.google.com/file/d/1ZWhY1df1hp26HN7v5JznLsl9qI1kSwMZ/view"
"1","quota_exceeded","cmos5oybb01clmjkhm8meac41","Suzuki","BURGMAM AN 125 04 08 portugues","2000","Manual de Servico Suzuki BURGMAM AN 125 04 08 portugues","Google Drive quota exceeded","https://drive.google.com/file/d/1jeIT7vSjGgf4_inl6H6vFhvS2eykRtnS/view"
"1","quota_exceeded","cmos5p48n01cmmjkhogcw22lv","Suzuki","BURGMAM AN400 07 09 ingles","2000","Manual de Servico Suzuki BURGMAM AN400 07 09 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1dWrW4LStIiIUkR6dm-_-ZMvNP188QbBN/view"
"1","quota_exceeded","cmos5paz301cnmjkho0refsyn","Suzuki","BURGMAM AN400 99 03 portugues","2000","Manual de Servico Suzuki BURGMAM AN400 99 03 portugues","Google Drive quota exceeded","https://drive.google.com/file/d/13d-zEfJFrn8dkT_AZJ5K-Uz41-VdxY_f/view"
"1","quota_exceeded","cmos5ptk401cqmjkhla4mgkwg","Suzuki","DL 1000 ingles","2002","Manual de Servico Suzuki DL 1000 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1PkhNPqbXXji7lRFJ-jMGm6gtxrPLdlj3/view"
"1","quota_exceeded","cmos5pyw001crmjkh4r2u8ibp","Suzuki","DL 1000 PORTUGUES","2002","Manual de Servico Suzuki DL 1000 PORTUGUES","Google Drive quota exceeded","https://drive.google.com/file/d/1ugCqo6aliIXqN6CsiTa2K8zcxoH6QgIF/view"
"1","quota_exceeded","cmos5noeh01cdmjkhrcjhe4pv","Suzuki","DL 1000 portugues 001 115 .en.pt","2002","Manual de Servico Suzuki DL 1000 portugues 001 115 .en.pt","Google Drive quota exceeded","https://drive.google.com/file/d/12JWNikSclUzxlHWee6FkNgg2uiaaJ-0j/view"
"1","quota_exceeded","cmos5nutk01cemjkhbbhbz25m","Suzuki","DL 1000 portugues 116 232 .en.pt","2002","Manual de Servico Suzuki DL 1000 portugues 116 232 .en.pt","Google Drive quota exceeded","https://drive.google.com/file/d/1h4AvQeQyHeQdMibP-a9zeOZWrqJBykD1/view"
"1","quota_exceeded","cmos5nyyu01cfmjkhq259beyw","Suzuki","DL 1000 portugues 233 347 .en.pt","2002","Manual de Servico Suzuki DL 1000 portugues 233 347 .en.pt","Google Drive quota exceeded","https://drive.google.com/file/d/1FWSKpW_v13pR96JqbqPGO6kbKn2o5TUs/view"
"1","quota_exceeded","cmos5o4su01cgmjkh6j0rugn7","Suzuki","DL 1000 portugues 347 444 .en.pt 2","2002","Manual de Servico Suzuki DL 1000 portugues 347 444 .en.pt 2","Google Drive quota exceeded","https://drive.google.com/file/d/1TV-ZVBjc4pVNqu4b7oUJ0hL_GnNXP6oZ/view"
"1","quota_exceeded","cmos5qd1f01ctmjkhgig5yb9c","Suzuki","DL 650 espanhol","2017","Manual de Servico Suzuki DL 650 espanhol","Google Drive quota exceeded","https://drive.google.com/file/d/1P_XVR-QgdCweIEX-hdCBZuBCfbagQ5jy/view"
"1","quota_exceeded","cmos5phjs01comjkhgxon4dmd","Suzuki","DL 650 VSTORM ingles","2003","Manual de Servico Suzuki DL 650 VSTORM ingles","Google Drive quota exceeded","https://drive.google.com/file/d/18RDSdqBOmfGe261oaEYabMdmVGn1KH26/view"
"1","quota_exceeded","cmos5pnmp01cpmjkhucgje02b","Suzuki","DL 650 VStrom ingles","2009","Manual de Servico Suzuki DL 650 VStrom ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1BMfoBtpZx7XvRmCddlxiyHRV8n8HIQBM/view"
"1","quota_exceeded","cmos5r5zs01cymjkh3n11v458","Suzuki","DL1000 01 02 ingles","2000","Manual de Servico Suzuki DL1000 01 02 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1ffSq7YIWFYLPUyQpe0sztbhJ0OKUUaMW/view"
"1","quota_exceeded","cmos5rcsy01czmjkhy2csp8i6","Suzuki","DL1000 ingles","2002","Manual de Servico Suzuki DL1000 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1MH_NAphdEWmIBxHsV66gn8jgiQ7bMEZw/view"
"1","quota_exceeded","cmos5qjhv01cumjkha0bfj3c9","Suzuki","DL650 ingles","2017","Manual de Servico Suzuki DL650 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1EVAItijXDS6w8ukW1GUgFd25oNbQ6Yeo/view"
"1","quota_exceeded","cmos5qoxy01cvmjkhjfhxr6kt","Suzuki","DL650 VStrom ingles","2005","Manual de Servico Suzuki DL650 VStrom ingles","Google Drive quota exceeded","https://drive.google.com/file/d/12zai2aghkTaxLKdt11u0j_fNdkyLQN-4/view"
"1","quota_exceeded","cmos5quc901cwmjkhj2jivzig","Suzuki","DL650A XA ingles","2017","Manual de Servico Suzuki DL650A XA ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1hvH_kTMzF1kiXISgJDYQ0Qk8R21kQ5EM/view"
"1","quota_exceeded","cmos5r10m01cxmjkhq3w8hgxh","Suzuki","DL650A. ESPANHOL","2012","Manual de Servico Suzuki DL650A. ESPANHOL","Google Drive quota exceeded","https://drive.google.com/file/d/1BgV2qCrL9ZC3vClbyoKHUuwEOIV574B8/view"
"1","quota_exceeded","cmos5ri3g01d0mjkhzukxy7ih","Suzuki","DR 650SE 96 01 ingles","2000","Manual de Servico Suzuki DR 650SE 96 01 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1Y8BMNW20ej0GRezezm3dkyAH2hCK5Uvj/view"
"1","quota_exceeded","cmos5rpjj01d1mjkhhfsskn5x","Suzuki","DR 750 800 Big 89 97 ingles","2000","Manual de Servico Suzuki DR 750 800 Big 89 97 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/11sAs-5iPy509yR_bchBEAhPG-MgWX8ER/view"
"1","quota_exceeded","cmos5ru6201d2mjkhriebqvhj","Suzuki","DRZ400 S SM a ingles","2000","Manual de Servico Suzuki DRZ400 S SM a ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1i9P00n98XomXf1IEyC8yNnhzdy1LgduI/view"
"1","quota_exceeded","cmos5s1s001d3mjkh4mqiv3mk","Suzuki","GFS1200S BANDIT 00 04 ingles","2000","Manual de Servico Suzuki GFS1200S BANDIT 00 04 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1v_tlVz05i5X4zS0uw3vMr8UdFbo_LRu0/view"
"1","quota_exceeded","cmos5s99t01d4mjkh21lynmyw","Suzuki","GS 500 E 89 ingles","2000","Manual de Servico Suzuki GS 500 E 89 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1HjkQPBkFKSPQTtAAn-KY4Osb0U0FFSds/view"
"1","quota_exceeded","cmos5sfql01d5mjkhwhztz05i","Suzuki","GS 500 E F 89 09 ingles","2000","Manual de Servico Suzuki GS 500 E F 89 09 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/19XDjmT40UeEr1gsZtyPYhDjiCeFEipRj/view"
"1","quota_exceeded","cmos5skxz01d6mjkh2lgo0yzv","Suzuki","GS 500E 89 99 ingles","2000","Manual de Servico Suzuki GS 500E 89 99 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1UR66BLgmBqokZBMG76Ovyn0bM9NJBRik/view"
"1","quota_exceeded","cmos5sp6l01d7mjkhc75whgou","Suzuki","GS 500E 99 00 ingles","2000","Manual de Servico Suzuki GS 500E 99 00 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1UttXgcpS2pRbe4iwIn86PAaXKroEr6On/view"
"1","quota_exceeded","cmos5stpj01d8mjkhmc59wq4g","Suzuki","GS 750 ingles","1976","Manual de Servico Suzuki GS 750 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1MoDOjxcBK7tnTGcbBcl49Ssq03Pbt_nq/view"
"1","quota_exceeded","cmos5tkce01dcmjkh6cxeikl7","Suzuki","GSF 1200 K6 S 01E ingles","2005","Manual de Servico Suzuki GSF 1200 K6 S 01E ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1854OTioZii2-OvKjCMKSYXvAcvAs_5WZ/view"
"1","quota_exceeded","cmos5trl001ddmjkh5a60o3ko","Suzuki","GSF 1200 S 96 99 ingles","2000","Manual de Servico Suzuki GSF 1200 S 96 99 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1-kEJiKdfVPueBhx7ZqqNHVp4RN3MXynV/view"
"1","quota_exceeded","cmos5tz4e01demjkh0tqxru2r","Suzuki","GSF 1200 S ingles","2001","Manual de Servico Suzuki GSF 1200 S ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1Hdoc0KGd-XrWi8vsStbjv6nIKvKJ9wcO/view"
"1","quota_exceeded","cmos5u5w601dfmjkh5yi1ru0y","Suzuki","GSF 1250 ingles","2007","Manual de Servico Suzuki GSF 1250 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1iKgfQ8BTgnF6tUQL5t9s3XdORQadd6o-/view"
"1","quota_exceeded","cmos5t02701d9mjkh0qa48xnl","Suzuki","GSF 650 S ingles","2004","Manual de Servico Suzuki GSF 650 S ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1HURVXyxAzfK_kHkgGizxsV_G8qceMTNS/view"
"1","quota_exceeded","cmos5t7i301damjkhl0uxazq4","Suzuki","GSF 650A BANDIT 05 09 ingles","2000","Manual de Servico Suzuki GSF 650A BANDIT 05 09 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1kY7CaVR_chatib35vBz0AIAc30cZxn1L/view"
"1","quota_exceeded","cmos5tek401dbmjkh2mkms6w7","Suzuki","GSF 650K7 ingles","2007","Manual de Servico Suzuki GSF 650K7 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1KfLBaXX05mMIN-SD5qaTCtnP57fII3AI/view"
"1","quota_exceeded","cmos5ucfh01dgmjkhuqctxacu","Suzuki","GSF1200 Bandit ingles","1996","Manual de Servico Suzuki GSF1200 Bandit ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1y8o3yAk3st-75HYYc5Zv1MXrEacWaWKU/view"
"1","quota_exceeded","cmos5uhmy01dhmjkhsk6n0f5e","Suzuki","GSF1200K6 S 01E","2000","Manual de Servico Suzuki GSF1200K6 S 01E","Google Drive quota exceeded","https://drive.google.com/file/d/1JVTk_r7dafmd14GGgyDfWkEVDo-AQQWH/view"
"1","quota_exceeded","cmos5um3701dimjkhe6iish1q","Suzuki","GSR 600 espanhol","2005","Manual de Servico Suzuki GSR 600 espanhol","Google Drive quota exceeded","https://drive.google.com/file/d/1vPONMFQCgV9jJpCYWHDvj-o-Y_eAqjeD/view"
"1","quota_exceeded","cmos5uqxt01djmjkh49ezww4q","Suzuki","GSR 750 ingles","2011","Manual de Servico Suzuki GSR 750 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1YG4-qyBTvP4kD6Hun71LS3NIm3b6Ksos/view"
"1","quota_exceeded","cmos5xfqs01e1mjkhxjgnpirg","Suzuki","GSXR 1000 k9 ingles","2009","Manual de Servico Suzuki GSXR 1000 k9 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/18dSEZXzAhLeXt17AYh1chiCvvmX6w_2g/view"
"1","quota_exceeded","cmos5xlmr01e2mjkhuve36wdk","Suzuki","GSXR 1100 89 92 ingles","2000","Manual de Servico Suzuki GSXR 1100 89 92 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/18GYzlNjmJiUoFOljrqdDzAI_-4dzmQ2F/view"
"1","quota_exceeded","cmos5xr5l01e3mjkh1vs1cobe","Suzuki","GSXR 1100W 93 98 ingles","2000","Manual de Servico Suzuki GSXR 1100W 93 98 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1tl7JH_RUCjBXncYh2PhyQYX4Tl_UMYfh/view"
"1","quota_exceeded","cmos5y45i01e5mjkh8wjflvx7","Suzuki","GSXR 1300 Hayabusa K8. K9 ingles","2008","Manual de Servico Suzuki GSXR 1300 Hayabusa K8. K9 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1o-abOlJt2qfXxPHnkqTOpNrLOIIXENiM/view"
"1","quota_exceeded","cmos5wu4e01dxmjkh0s1iqjad","Suzuki","GSXR 750 ingles","2007","Manual de Servico Suzuki GSXR 750 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1ribAKFyiWA4VH8hNRD8TQF-8GFIYibSR/view"
"1","quota_exceeded","cmos5wzrm01dymjkhhbslvdcz","Suzuki","GSXR 750 K8 K9 ingles","2008","Manual de Servico Suzuki GSXR 750 K8 K9 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1G6rj6vHISR6heBvNc99sN2SNuKqlBQdF/view"
"1","quota_exceeded","cmos5x79q01dzmjkhv68afguo","Suzuki","GSXR 750 Srad ingles","2011","Manual de Servico Suzuki GSXR 750 Srad ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1Dav-aXimi3HBnT37XuIaPJ_Vd7mAuCGk/view"
"1","quota_exceeded","cmos5xb6e01e0mjkhlpb3sfgf","Suzuki","GSXR 750 SRAD ingles","2010","Manual de Servico Suzuki GSXR 750 SRAD ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1Rib86M6SG9ZyQRClbd3IAIcaN6OmrHD1/view"
"1","quota_exceeded","cmos5yaaj01e6mjkhuv5crdd4","Suzuki","GW 250 L3 espanhol","2013","Manual de Servico Suzuki GW 250 L3 espanhol","Google Drive quota exceeded","https://drive.google.com/file/d/1VbTawqWfRrVRbpB0Gm8t2uey0-BbwFc-/view"
"1","quota_exceeded","cmos5yhe901e7mjkh2l59hzb6","Suzuki","INTRUDER 125 portugues","2000","Manual de Servico Suzuki INTRUDER 125 portugues","Google Drive quota exceeded","https://drive.google.com/file/d/1ppgIK3BIJPMnd8ElW3eB6ymMmz3BrHcr/view"
"1","quota_exceeded","cmos5youy01e8mjkhlpnd51ub","Suzuki","INTRUDER 250 ingles","2000","Manual de Servico Suzuki INTRUDER 250 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1azF6MDvlvGVapGs0RNeyKb6yZHS87q-o/view"
"1","quota_exceeded","cmos5yuu101e9mjkh2046igwt","Suzuki","INTRUDER GN 250 82 83 ingles","2000","Manual de Servico Suzuki INTRUDER GN 250 82 83 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1onRfL8Zzeyg1JAxg8j8i5EdKPeqH22yo/view"
"1","quota_exceeded","cmos5od5i01cimjkhaah4dhno","Suzuki","M1500 M90 VL1500 ingles","2009","Manual de Servico Suzuki M1500 M90 VL1500 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1x4ZVCQfs-aMohDYbeixJyTie9XTS3CDR/view"
"1","quota_exceeded","cmos5o8vh01chmjkhgn7jsz7s","Suzuki","M800 ingles","2005","Manual de Servico Suzuki M800 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1ByVPM9w7gFAZb4Tvnb_9tYEJ7w_c3dIG/view"
"1","quota_exceeded","cmos5w97w01dtmjkh7nyq64n2","Suzuki","R 750 ingles","2006","Manual de Servico Suzuki R 750 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1AiSGUNt0GuvBoiFEcA-IaGb_pt_5sXR3/view"
"1","quota_exceeded","cmos5weoa01dumjkhah9xiuus","Suzuki","R1000 ingles","2009","Manual de Servico Suzuki R1000 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/114M8VeurjOFb0kp3Sf7T8g1VVUckTvtU/view"
"1","quota_exceeded","cmos5zeev01ecmjkh7houy9so","Suzuki","RM Z 450 ingles","2009","Manual de Servico Suzuki RM Z 450 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/11Fm28v42oMym2ng5GAfIC5TpYbrc0lVM/view"
"1","quota_exceeded","cmos5zrmg01eemjkhvewr5jrx","Suzuki","SAVAGE 650 86 04 ingles","2000","Manual de Servico Suzuki SAVAGE 650 86 04 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/12MdgZymisfWSe2OpvZCGO16mg4TeOEYG/view"
"1","quota_exceeded","cmos5okkf01cjmjkhaxksoqua","Suzuki","VL C1500K5 ingles 05","2000","Manual de Servico Suzuki VL C1500K5 ingles 05","Google Drive quota exceeded","https://drive.google.com/file/d/13wdskd22wezSCXuAIRoH8hxoYmJTwbC2/view"
"1","quota_exceeded","cmos605tn01egmjkhsff16b99","Suzuki","VL800 ingles","2002","Manual de Servico Suzuki VL800 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1kUY5n_ltHsGaIUGv8m9dgtsSVUHSLvrh/view"
"1","quota_exceeded","cmos60aku01ehmjkh5no53al1","Suzuki","VLR 1800 C1800R ingles","2008","Manual de Servico Suzuki VLR 1800 C1800R ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1Qg8_mHePYaWvXBGQMcAD_Fa6bcUBIJXV/view"
"1","quota_exceeded","cmos60epz01eimjkhsbxly2c5","Suzuki","VX800 91 93 ingles","2000","Manual de Servico Suzuki VX800 91 93 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1fQCDeKn5WTSQ1E7MkEJriFGjmknbtLPx/view"
"1","quota_exceeded","cmos60nyr01ekmjkh2xjtrdl2","Suzuki","VZ 800 ingles","2010","Manual de Servico Suzuki VZ 800 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1FSTENk_GD6_m6wtr8zdKoQJzPuUdCm-b/view"
"1","quota_exceeded","cmos60jdm01ejmjkhk2vb9nbi","Suzuki","VZ 800 ingles","2005","Manual de Servico Suzuki VZ 800 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1SDd3Gmt7yKlmT-jG1ROeapaWyZ13E3_5/view"
"1","quota_exceeded","cmos60smf01elmjkhykdx76iu","Suzuki","VZ 800 K5 ingles","2005","Manual de Servico Suzuki VZ 800 K5 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/18ci8mzjGTQE-og0UZNre47Zj0J0wO1pg/view"
"1","quota_exceeded","cmos5os5201ckmjkhg91lqk0u","Suzuki","VZ 800. espanhol","2005","Manual de Servico Suzuki VZ 800. espanhol","Google Drive quota exceeded","https://drive.google.com/file/d/1tII1Ti7sLLEKAW83Qzvnjj0eFrNzalJt/view"
"1","quota_exceeded","cmos60xtu01emmjkhodvspo41","Suzuki","VZ800 M800 a ingles","2005","Manual de Servico Suzuki VZ800 M800 a ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1UdIVsbptvk6m1Zf_wyTrEcaxxiyabjF6/view"
"1","quota_exceeded","cmos614fh01enmjkh0bype0m6","Suzuki","VZR 1800 ingles","2006","Manual de Servico Suzuki VZR 1800 ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1624WGLpd7ak55NAkmsCQHyImxIKz-iEY/view"
"1","quota_exceeded","cmos6190j01eomjkh790f455j","Suzuki","VZR 1800 M1800R ingles","2006","Manual de Servico Suzuki VZR 1800 M1800R ingles","Google Drive quota exceeded","https://drive.google.com/file/d/1wPIZDWFX-6nS1ftYrKawtS807IjCx2G4/view"
"1","quota_exceeded","cmos61eeb01epmjkheyxam9yp","Suzuki","YES 125 EN portugues","2005","Manual de Servico Suzuki YES 125 EN portugues","Google Drive quota exceeded","https://drive.google.com/file/d/125RX5hFx_majr0NRh86OPV4yzuUyDwJT/view"
"1","quota_exceeded","cmos6307401ezmjkhljkg537q","Triumph","01 INTRODUÇÃO","2000","Manual de Servico Triumph 01 INTRODUÇÃO","Google Drive quota exceeded","https://drive.google.com/file/d/1PA4Jlhfb7-flC_rerVLCjWihtnajSi76/view"
"1","quota_exceeded","cmos637wb01f0mjkhcnn219v5","Triumph","02 INFORMAÇÕES GERAIS","2000","Manual de Servico Triumph 02 INFORMAÇÕES GERAIS","Google Drive quota exceeded","https://drive.google.com/file/d/1BSEFMbH3_FI-8XpoIi3w-Zc0d17v6nx5/view"
"1","quota_exceeded","cmos63ho401f2mjkhwppwa8mc","Triumph","04 ESPECIFICAÇÕES","2000","Manual de Servico Triumph 04 ESPECIFICAÇÕES","Google Drive quota exceeded","https://drive.google.com/file/d/1e74EzFZ_eR30idLaEoDGNVWHHlD2xxNl/view"
"1","quota_exceeded","cmos63oia01f3mjkh2qmsbhu7","Triumph","05 AJUSTE DA CHAVE DE TORQUE","2000","Manual de Servico Triumph 05 AJUSTE DA CHAVE DE TORQUE","Google Drive quota exceeded","https://drive.google.com/file/d/1xOp3wSUpRVtMs5u-MiJZ0FD-_0yzGfPF/view"
"1","quota_exceeded","cmos63t8v01f4mjkh5wvjxon5","Triumph","06 ROTEAMENTOS","2000","Manual de Servico Triumph 06 ROTEAMENTOS","Google Drive quota exceeded","https://drive.google.com/file/d/1_ibWd_n9griIVPoT2fCh3EeKLwWOjx7b/view"
"1","quota_exceeded","cmos63yui01f5mjkhnit6ec9f","Triumph","07 PLANO DE MANUTENÇÃO","2000","Manual de Servico Triumph 07 PLANO DE MANUTENÇÃO","Google Drive quota exceeded","https://drive.google.com/file/d/1vOz8Zp2pSdbMJ4voFxHzEvO2CsBG5yvd/view"
"1","quota_exceeded","cmos643eq01f6mjkhuocd98m4","Triumph","08 TAMPAS DO MOTOR","2000","Manual de Servico Triumph 08 TAMPAS DO MOTOR","Google Drive quota exceeded","https://drive.google.com/file/d/1d_UyG_yhdtm62Y_eWsTgC5OaBoSCV43B/view"
"1","quota_exceeded","cmos649ex01f7mjkhuha3d59k","Triumph","09 CABEÇA DO CILINDRO","2000","Manual de Servico Triumph 09 CABEÇA DO CILINDRO","Google Drive quota exceeded","https://drive.google.com/file/d/1Tp8SPx-q5PSP1_R4iQq-EgQb26kfZ0rC/view"
"1","quota_exceeded","cmos64fgj01f8mjkh7ippvdcr","Triumph","10 EMBREAGEM","2000","Manual de Servico Triumph 10 EMBREAGEM","Google Drive quota exceeded","https://drive.google.com/file/d/1bCTj-gl-k1qCN-Cy2OsJnVNXLpkd8snH/view"
